model_id,phase7_analysis_role,date,year,month,observed_grab_temp_c,grab_count,quality_ids,leave_year_out_prediction_c,leave_year_out_residual_c,final_model_fitted_c
T1,sensitivity_thermal_model,2024-03-12,2024,3,7.45,1,1,7.038,0.412,7.072
T1,sensitivity_thermal_model,2024-04-09,2024,4,9.18,1,1,8.873,0.307,8.923
T1,sensitivity_thermal_model,2024-05-07,2024,5,9.73,1,1,9.67,0.06,9.676
T1,sensitivity_thermal_model,2024-06-11,2024,6,14.0,1,1,13.276,0.724,13.271
T1,sensitivity_thermal_model,2024-07-09,2024,7,15.9,1,1,18.542,-2.642,18.417
T1,sensitivity_thermal_model,2024-08-13,2024,8,16.1,1,1,15.432,0.668,15.463
T1,sensitivity_thermal_model,2024-09-17,2024,9,13.6,1,1,12.957,0.643,13.014
T1,sensitivity_thermal_model,2024-10-15,2024,10,12.6,1,1,11.936,0.664,11.968
T1,sensitivity_thermal_model,2024-11-12,2024,11,9.95,1,1,9.577,0.373,9.599
T1,sensitivity_thermal_model,2024-12-10,2024,12,5.86,1,1,5.847,0.013,5.845
T1,sensitivity_thermal_model,2025-01-14,2025,1,6.19,1,1,5.383,0.807,5.414
T1,sensitivity_thermal_model,2025-02-12,2025,2,2.61,1,1,2.337,0.273,2.319
T1,sensitivity_thermal_model,2025-03-12,2025,3,7.835,2,1,7.206,0.629,7.227
T1,sensitivity_thermal_model,2025-04-16,2025,4,10.7,1,1,10.153,0.547,10.179
T1,sensitivity_thermal_model,2025-05-14,2025,5,11.8,1,1,11.318,0.482,11.353
T1,sensitivity_thermal_model,2025-06-11,2025,6,16.2,1,1,14.501,1.699,14.577
T1,sensitivity_thermal_model,2025-07-16,2025,7,18.0,1,1,17.696,0.304,17.742
T1,sensitivity_thermal_model,2025-08-13,2025,8,17.9,1,1,17.278,0.622,17.337
T1,sensitivity_thermal_model,2025-09-10,2025,9,16.3,1,1,14.839,1.461,14.857
T1,sensitivity_thermal_model,2025-10-15,2025,10,8.2,1,1,9.559,-1.359,9.544
T1,sensitivity_thermal_model,2025-11-12,2025,11,9.91,1,1,9.187,0.723,9.218
T1,sensitivity_thermal_model,2025-12-08,2025,12,9.58,1,1,9.19,0.39,9.212
