exposure_year,analysis_id,window_id,species,life_stage,window_start_date,window_end_date,primary_return_year,return_year_in_1997_2025,alignment_definition,expected_days,observed_grab_sample_dates,observed_grab_samples,t1_complete_days,t1_window_mean_proxy_c,t1_window_max_modeled_daily_proxy_c,t1_window_max_modeled_daily_proxy_date,t1_window_max_within_window_7day_mean_proxy_c,t1_window_max_within_window_7day_mean_date,t1_days_proxy_ge_17_5c,t1_days_proxy_ge_19c,t1_days_proxy_ge_21c,t1_longest_proxy_spell_ge_17_5c_days,t1_extrapolation_days,t1_extrapolation_pct,t2_complete_days,t2_window_mean_proxy_c,t2_window_max_modeled_daily_proxy_c,t2_window_max_modeled_daily_proxy_date,t2_window_max_within_window_7day_mean_proxy_c,t2_window_max_within_window_7day_mean_date,t2_days_proxy_ge_17_5c,t2_days_proxy_ge_19c,t2_days_proxy_ge_21c,t2_longest_proxy_spell_ge_17_5c_days,t2_extrapolation_days,t2_extrapolation_pct,t2_minus_t1_window_mean_c,value_status,metric_warning
2012,A5,jun_sep,Coho,juvenile_rearing,2012-06-01,2012-09-30,2014,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,14.36,17.89,2012-08-17,17.067,2012-08-19,2,0,0,2,0,0.0,122,14.304,17.847,2012-08-16,17.021,2012-08-19,2,0,0,2,0,0.0,-0.056,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2012,A1,aug15_sep30,Chinook,adult_migration,2012-08-15,2012-09-30,2012,true,adult migration exposure_year = return_year,47,1,1,47,14.545,17.89,2012-08-17,16.895,2012-08-21,2,0,0,2,0,0.0,47,14.537,17.847,2012-08-16,16.856,2012-08-21,2,0,0,2,0,0.0,-0.008,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2012,A3,sep15_oct31,Coho,adult_migration,2012-09-15,2012-10-31,2012,true,adult migration exposure_year = return_year,47,1,1,47,11.819,14.542,2012-09-19,14.046,2012-09-21,0,0,0,0,0,0.0,47,11.841,14.553,2012-09-19,14.051,2012-09-21,0,0,0,0,0,0.0,0.022,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2013,A5,jun_sep,Coho,juvenile_rearing,2013-06-01,2013-09-30,2015,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.462,18.013,2013-07-01,17.135,2013-07-04,2,0,0,2,1,0.82,122,15.438,17.989,2013-07-01,17.106,2013-07-04,2,0,0,2,1,0.82,-0.024,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2013,A1,aug15_sep30,Chinook,adult_migration,2013-08-15,2013-09-30,2013,true,adult migration exposure_year = return_year,47,1,1,47,15.445,16.997,2013-08-29,16.691,2013-09-03,0,0,0,0,0,0.0,47,15.397,16.956,2013-09-02,16.628,2013-09-03,0,0,0,0,0,0.0,-0.048,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2013,A3,sep15_oct31,Coho,adult_migration,2013-09-15,2013-10-31,2013,true,adult migration exposure_year = return_year,47,1,1,47,11.422,15.23,2013-09-16,14.633,2013-09-21,0,0,0,0,0,0.0,47,11.379,15.212,2013-09-16,14.613,2013-09-21,0,0,0,0,0,0.0,-0.043,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2014,A5,jun_sep,Coho,juvenile_rearing,2014-06-01,2014-09-30,2016,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.334,17.67,2014-08-11,17.234,2014-08-06,4,0,0,2,0,0.0,122,15.322,17.67,2014-08-11,17.217,2014-08-06,4,0,0,2,0,0.0,-0.012,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2014,A1,aug15_sep30,Chinook,adult_migration,2014-08-15,2014-09-30,2014,true,adult migration exposure_year = return_year,47,1,1,47,15.268,16.862,2014-08-27,16.306,2014-08-21,0,0,0,0,0,0.0,47,15.242,16.867,2014-08-27,16.276,2014-08-21,0,0,0,0,0,0.0,-0.026,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2014,A3,sep15_oct31,Coho,adult_migration,2014-09-15,2014-10-31,2014,true,adult migration exposure_year = return_year,47,2,2,47,13.229,15.327,2014-09-19,15.193,2014-09-21,0,0,0,0,0,0.0,47,13.185,15.388,2014-09-19,15.228,2014-09-21,0,0,0,0,0,0.0,-0.044,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2015,A5,jun_sep,Coho,juvenile_rearing,2015-06-01,2015-09-30,2017,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.575,18.546,2015-07-03,18.045,2015-07-06,16,0,0,6,7,5.738,122,15.601,18.583,2015-07-03,18.072,2015-07-06,17,0,0,6,7,5.738,0.026,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2015,A1,aug15_sep30,Chinook,adult_migration,2015-08-15,2015-09-30,2015,true,adult migration exposure_year = return_year,47,1,1,47,14.33,16.909,2015-08-19,16.142,2015-08-21,0,0,0,0,0,0.0,47,14.332,16.93,2015-08-19,16.153,2015-08-21,0,0,0,0,0,0.0,0.003,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2015,A3,sep15_oct31,Coho,adult_migration,2015-09-15,2015-10-31,2015,true,adult migration exposure_year = return_year,47,2,2,47,12.29,13.849,2015-09-19,13.399,2015-09-21,0,0,0,0,2,4.255,47,12.326,13.92,2015-09-19,13.423,2015-09-21,0,0,0,0,2,4.255,0.036,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2016,A5,jun_sep,Coho,juvenile_rearing,2016-06-01,2016-09-30,2018,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,14.939,18.255,2016-08-19,17.08,2016-08-20,3,0,0,2,1,0.82,122,14.95,18.282,2016-08-19,17.057,2016-08-21,3,0,0,2,1,0.82,0.01,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2016,A1,aug15_sep30,Chinook,adult_migration,2016-08-15,2016-09-30,2016,true,adult migration exposure_year = return_year,47,1,1,47,14.696,18.255,2016-08-19,17.076,2016-08-21,3,0,0,2,1,2.128,47,14.707,18.282,2016-08-19,17.057,2016-08-21,3,0,0,2,1,2.128,0.011,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2016,A3,sep15_oct31,Coho,adult_migration,2016-09-15,2016-10-31,2016,true,adult migration exposure_year = return_year,47,1,1,47,12.074,14.218,2016-09-17,13.719,2016-09-21,0,0,0,0,0,0.0,47,12.041,14.264,2016-09-17,13.731,2016-09-21,0,0,0,0,0,0.0,-0.033,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2017,A5,jun_sep,Coho,juvenile_rearing,2017-06-01,2017-09-30,2019,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.33,18.716,2017-08-03,17.759,2017-08-08,10,0,0,4,0,0.0,122,15.311,18.715,2017-08-03,17.728,2017-08-08,10,0,0,4,0,0.0,-0.019,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2017,A1,aug15_sep30,Chinook,adult_migration,2017-08-15,2017-09-30,2017,true,adult migration exposure_year = return_year,47,1,1,47,15.298,18.065,2017-09-05,17.418,2017-09-08,4,0,0,4,0,0.0,47,15.288,18.087,2017-09-05,17.429,2017-09-08,4,0,0,4,0,0.0,-0.01,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2017,A3,sep15_oct31,Coho,adult_migration,2017-09-15,2017-10-31,2017,true,adult migration exposure_year = return_year,47,1,1,47,11.718,14.76,2017-09-28,13.87,2017-09-30,0,0,0,0,1,2.128,47,11.707,14.757,2017-09-28,13.887,2017-09-30,0,0,0,0,1,2.128,-0.012,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2018,A5,jun_sep,Coho,juvenile_rearing,2018-06-01,2018-09-30,2020,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.239,18.035,2018-08-09,17.662,2018-07-31,11,0,0,3,7,5.738,122,15.272,18.015,2018-08-09,17.676,2018-07-31,11,0,0,3,7,5.738,0.033,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2018,A1,aug15_sep30,Chinook,adult_migration,2018-08-15,2018-09-30,2018,true,adult migration exposure_year = return_year,47,1,1,47,14.69,17.377,2018-08-21,16.374,2018-08-24,0,0,0,0,1,2.128,47,14.71,17.409,2018-08-21,16.388,2018-08-24,0,0,0,0,1,2.128,0.021,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2018,A3,sep15_oct31,Coho,adult_migration,2018-09-15,2018-10-31,2018,true,adult migration exposure_year = return_year,47,1,1,47,11.732,14.077,2018-09-28,13.382,2018-10-01,0,0,0,0,0,0.0,47,11.764,14.142,2018-09-28,13.442,2018-10-01,0,0,0,0,0,0.0,0.032,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2019,A5,jun_sep,Coho,juvenile_rearing,2019-06-01,2019-09-30,2021,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.283,17.479,2019-08-05,17.02,2019-08-07,0,0,0,0,1,0.82,122,15.297,17.486,2019-08-05,17.028,2019-08-07,0,0,0,0,1,0.82,0.013,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2019,A1,aug15_sep30,Chinook,adult_migration,2019-08-15,2019-09-30,2019,true,adult migration exposure_year = return_year,47,1,1,47,15.137,17.279,2019-08-28,16.71,2019-09-03,0,0,0,0,0,0.0,47,15.105,17.305,2019-08-28,16.727,2019-09-03,0,0,0,0,0,0.0,-0.032,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2019,A3,sep15_oct31,Coho,adult_migration,2019-09-15,2019-10-31,2019,true,adult migration exposure_year = return_year,47,1,1,47,11.272,14.381,2019-09-15,14.09,2019-09-26,0,0,0,0,0,0.0,47,11.196,14.32,2019-09-15,14.045,2019-09-26,0,0,0,0,0,0.0,-0.076,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2020,A5,jun_sep,Coho,juvenile_rearing,2020-06-01,2020-09-30,2022,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.102,17.897,2020-08-17,17.144,2020-08-21,2,0,0,2,1,0.82,122,15.087,17.9,2020-08-17,17.138,2020-08-21,1,0,0,1,1,0.82,-0.015,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2020,A1,aug15_sep30,Chinook,adult_migration,2020-08-15,2020-09-30,2020,true,adult migration exposure_year = return_year,47,1,1,47,15.37,17.897,2020-08-17,17.144,2020-08-21,2,0,0,2,1,2.128,47,15.367,17.9,2020-08-17,17.138,2020-08-21,1,0,0,1,1,2.128,-0.003,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2020,A3,sep15_oct31,Coho,adult_migration,2020-09-15,2020-10-31,2020,true,adult migration exposure_year = return_year,47,2,2,47,12.423,14.978,2020-09-17,14.788,2020-09-21,0,0,0,0,0,0.0,47,12.414,15.028,2020-09-17,14.834,2020-09-21,0,0,0,0,0,0.0,-0.009,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2021,A5,jun_sep,Coho,juvenile_rearing,2021-06-01,2021-09-30,2023,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.14,19.889,2021-06-28,18.376,2021-07-01,11,2,0,5,8,6.557,122,15.174,19.887,2021-06-28,18.427,2021-07-01,11,2,0,5,8,6.557,0.034,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2021,A1,aug15_sep30,Chinook,adult_migration,2021-08-15,2021-09-30,2021,true,adult migration exposure_year = return_year,47,2,2,47,14.254,17.594,2021-08-15,15.872,2021-08-21,1,0,0,1,0,0.0,47,14.296,17.621,2021-08-15,15.894,2021-08-21,1,0,0,1,0,0.0,0.042,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2021,A3,sep15_oct31,Coho,adult_migration,2021-09-15,2021-10-31,2021,true,adult migration exposure_year = return_year,47,1,1,47,11.259,13.732,2021-09-25,13.305,2021-09-26,0,0,0,0,0,0.0,47,11.305,13.812,2021-09-25,13.371,2021-09-26,0,0,0,0,0,0.0,0.046,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2022,A5,jun_sep,Coho,juvenile_rearing,2022-06-01,2022-09-30,2024,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.273,19.046,2022-07-31,18.248,2022-08-01,9,1,0,7,5,4.098,122,15.233,19.004,2022-07-31,18.204,2022-08-01,9,1,0,7,5,4.098,-0.04,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2022,A1,aug15_sep30,Chinook,adult_migration,2022-08-15,2022-09-30,2022,true,adult migration exposure_year = return_year,47,1,1,47,15.568,18.158,2022-08-18,17.371,2022-08-23,2,0,0,2,3,6.383,47,15.558,18.159,2022-08-18,17.339,2022-08-23,2,0,0,2,3,6.383,-0.01,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2022,A3,sep15_oct31,Coho,adult_migration,2022-09-15,2022-10-31,2022,true,adult migration exposure_year = return_year,47,1,1,47,12.879,14.88,2022-09-15,14.223,2022-10-02,0,0,0,0,0,0.0,47,12.918,14.902,2022-09-15,14.264,2022-10-02,0,0,0,0,0,0.0,0.038,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2023,A5,jun_sep,Coho,juvenile_rearing,2023-06-01,2023-09-30,2025,true,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.063,19.214,2023-08-16,18.124,2023-08-18,4,1,0,4,3,2.459,122,15.117,19.26,2023-08-16,18.171,2023-08-18,4,1,0,4,3,2.459,0.054,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2023,A1,aug15_sep30,Chinook,adult_migration,2023-08-15,2023-09-30,2023,true,adult migration exposure_year = return_year,47,2,2,47,14.906,19.214,2023-08-16,17.485,2023-08-21,3,1,0,3,2,4.255,47,14.931,19.26,2023-08-16,17.508,2023-08-21,3,1,0,3,2,4.255,0.025,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2023,A3,sep15_oct31,Coho,adult_migration,2023-09-15,2023-10-31,2023,true,adult migration exposure_year = return_year,47,1,1,47,11.967,14.909,2023-09-16,14.06,2023-09-21,0,0,0,0,0,0.0,47,11.993,14.985,2023-09-16,14.122,2023-09-21,0,0,0,0,0,0.0,0.025,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2024,A5,jun_sep,Coho,juvenile_rearing,2024-06-01,2024-09-30,2026,false,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,14.877,18.536,2024-07-09,17.689,2024-07-13,3,0,0,3,1,0.82,122,14.897,18.586,2024-07-09,17.742,2024-07-13,3,0,0,3,1,0.82,0.02,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2024,A1,aug15_sep30,Chinook,adult_migration,2024-08-15,2024-09-30,2024,true,adult migration exposure_year = return_year,47,1,1,47,14.47,16.793,2024-09-07,16.052,2024-09-07,0,0,0,0,1,2.128,47,14.467,16.83,2024-09-07,16.05,2024-09-07,0,0,0,0,1,2.128,-0.003,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2024,A3,sep15_oct31,Coho,adult_migration,2024-09-15,2024-10-31,2024,true,adult migration exposure_year = return_year,47,2,2,47,11.761,14.487,2024-09-24,13.552,2024-09-26,0,0,0,0,0,0.0,47,11.814,14.536,2024-09-24,13.59,2024-09-28,0,0,0,0,0,0.0,0.053,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2025,A5,jun_sep,Coho,juvenile_rearing,2025-06-01,2025-09-30,2027,false,primary Coho cohort proxy: exposure_year = return_year - 2,122,4,4,122,15.155,17.873,2025-08-12,17.12,2025-08-29,5,0,0,2,1,0.82,122,15.214,17.938,2025-07-16,17.146,2025-08-29,6,0,0,2,1,0.82,0.059,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2025,A1,aug15_sep30,Chinook,adult_migration,2025-08-15,2025-09-30,2025,true,adult migration exposure_year = return_year,47,1,1,47,15.216,17.682,2025-08-26,17.12,2025-08-29,2,0,0,2,1,2.128,47,15.254,17.703,2025-08-26,17.146,2025-08-29,2,0,0,2,1,2.128,0.038,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
2025,A3,sep15_oct31,Coho,adult_migration,2025-09-15,2025-10-31,2025,true,adult migration exposure_year = return_year,47,1,1,47,11.92,15.391,2025-09-17,14.607,2025-09-21,0,0,0,0,1,2.128,47,11.994,15.459,2025-09-17,14.646,2025-09-21,0,0,0,0,1,2.128,0.073,modeled_proxy_exposure_ready_for_exploratory_sensitivity_only,"Modeled grab-temperature proxies; daily maxima, threshold counts, and seven-day means are not observed/regulatory metrics"
