model_id,phase7_analysis_role,date,year,month,observed_grab_temp_c,grab_count,quality_ids,leave_year_out_prediction_c,leave_year_out_residual_c,final_model_fitted_c
T2,primary_thermal_model,2017-12-12,2017,12,5.1,1,2,5.695,-0.595,5.674
T2,primary_thermal_model,2018-01-09,2018,1,7.6,1,2,7.336,0.264,7.337
T2,primary_thermal_model,2018-02-13,2018,2,4.9,1,2,5.392,-0.492,5.365
T2,primary_thermal_model,2018-03-12,2018,3,7.3,1,2,8.593,-1.293,8.534
T2,primary_thermal_model,2018-04-10,2018,4,9.5,1,2,9.705,-0.205,9.698
T2,primary_thermal_model,2018-05-15,2018,5,15.0,1,2,14.179,0.821,14.21
T2,primary_thermal_model,2018-06-12,2018,6,12.5,1,2,12.509,-0.009,12.517
T2,primary_thermal_model,2018-07-17,2018,7,18.3,1,2,17.633,0.667,17.655
T2,primary_thermal_model,2018-08-14,2018,8,17.4,1,2,16.914,0.486,16.928
T2,primary_thermal_model,2018-09-11,2018,9,14.7,1,2,14.584,0.116,14.611
T2,primary_thermal_model,2018-10-09,2018,10,12.0,1,2,11.275,0.725,11.292
T2,primary_thermal_model,2018-11-06,2018,11,10.4,1,2,10.445,-0.045,10.463
T2,primary_thermal_model,2018-12-11,2018,12,7.5,1,2,7.645,-0.145,7.659
T2,primary_thermal_model,2019-01-08,2019,1,6.2,1,2,6.534,-0.334,6.521
T2,primary_thermal_model,2019-02-26,2019,2,4.6,1,2,4.69,-0.09,4.664
T2,primary_thermal_model,2019-03-12,2019,3,5.0,2,2,6.071,-1.071,6.049
T2,primary_thermal_model,2019-04-09,2019,4,9.4,1,2,10.0,-0.6,9.974
T2,primary_thermal_model,2019-05-14,2019,5,11.6,1,2,12.759,-1.159,12.718
T2,primary_thermal_model,2019-06-11,2019,6,16.7,1,1,15.315,1.385,15.348
T2,primary_thermal_model,2019-07-09,2019,7,15.0,1,1,15.182,-0.182,15.184
T2,primary_thermal_model,2019-08-13,2019,8,15.8,1,1,16.484,-0.684,16.491
T2,primary_thermal_model,2019-09-10,2019,9,14.7,1,1,15.066,-0.366,15.044
T2,primary_thermal_model,2019-10-15,2019,10,10.2,1,1,10.385,-0.185,10.383
T2,primary_thermal_model,2019-11-12,2019,11,9.4,1,1,9.713,-0.313,9.696
T2,primary_thermal_model,2019-12-17,2019,12,5.9,1,1,6.618,-0.718,6.605
T2,primary_thermal_model,2020-01-21,2020,1,7.4,1,1,8.016,-0.616,8.016
T2,primary_thermal_model,2020-02-11,2020,2,6.8,1,1,6.352,0.448,6.355
T2,primary_thermal_model,2020-03-10,2020,3,6.1,1,1,6.518,-0.418,6.516
T2,primary_thermal_model,2020-05-19,2020,5,12.3,1,1,12.748,-0.448,12.733
T2,primary_thermal_model,2020-06-08,2020,6,11.8,1,1,12.655,-0.855,12.653
T2,primary_thermal_model,2020-07-13,2020,7,16.0,1,1,14.742,1.258,14.764
T2,primary_thermal_model,2020-08-10,2020,8,16.6,1,2,15.44,1.16,15.469
T2,primary_thermal_model,2020-09-30,2020,9,13.4,1,1,14.343,-0.943,14.338
T2,primary_thermal_model,2020-10-12,2020,10,13.0,1,1,12.302,0.698,12.292
T2,primary_thermal_model,2020-11-09,2020,11,5.51,1,1,6.555,-1.045,6.536
T2,primary_thermal_model,2020-12-15,2020,12,7.49,1,1,7.394,0.096,7.382
T2,primary_thermal_model,2021-01-12,2021,1,8.49,1,1,8.244,0.246,8.252
T2,primary_thermal_model,2021-02-09,2021,2,6.17,1,1,5.598,0.572,5.651
T2,primary_thermal_model,2021-03-09,2021,3,7.47,1,1,6.589,0.881,6.625
T2,primary_thermal_model,2021-04-13,2021,4,9.59,1,1,8.197,1.393,8.259
T2,primary_thermal_model,2021-05-11,2021,5,12.0,2,1,11.371,0.629,11.452
T2,primary_thermal_model,2021-06-15,2021,6,13.9,1,1,13.276,0.624,13.311
T2,primary_thermal_model,2021-07-13,2021,7,18.1,1,1,15.464,2.636,15.575
T2,primary_thermal_model,2021-08-24,2021,8,15.8,1,1,14.297,1.503,14.403
T2,primary_thermal_model,2021-09-14,2021,9,13.9,1,1,13.4,0.5,13.437
T2,primary_thermal_model,2021-10-12,2021,10,8.81,1,1,8.41,0.4,8.459
T2,primary_thermal_model,2021-11-16,2021,11,9.1,1,1,8.718,0.382,8.735
T2,primary_thermal_model,2021-12-14,2021,12,6.36,1,1,5.472,0.888,5.501
T2,primary_thermal_model,2022-01-11,2022,1,7.18,1,1,6.935,0.245,6.958
T2,primary_thermal_model,2022-02-15,2022,2,7.43,1,1,6.975,0.455,6.989
T2,primary_thermal_model,2022-03-14,2022,3,8.27,1,1,7.556,0.714,7.566
T2,primary_thermal_model,2022-04-11,2022,4,7.75,1,1,7.431,0.319,7.44
T2,primary_thermal_model,2022-05-10,2022,5,9.64,1,1,9.08,0.56,9.094
T2,primary_thermal_model,2022-06-14,2022,6,10.9,1,1,11.885,-0.985,11.89
T2,primary_thermal_model,2022-07-12,2022,7,18.1,1,1,16.272,1.828,16.289
T2,primary_thermal_model,2022-08-09,2022,8,16.5,1,1,16.885,-0.385,16.886
T2,primary_thermal_model,2022-09-13,2022,9,15.2,1,1,15.32,-0.12,15.316
T2,primary_thermal_model,2022-10-11,2022,10,13.1,1,1,12.745,0.355,12.752
T2,primary_thermal_model,2022-11-07,2022,11,7.91,1,1,7.399,0.511,7.396
T2,primary_thermal_model,2022-12-13,2022,12,5.87,1,1,5.477,0.393,5.492
T2,primary_thermal_model,2023-01-10,2023,1,7.32,1,1,8.152,-0.832,8.136
T2,primary_thermal_model,2023-02-14,2023,2,5.53,1,1,5.109,0.421,5.129
T2,primary_thermal_model,2023-03-14,2023,3,6.33,1,1,5.851,0.479,5.862
T2,primary_thermal_model,2023-04-11,2023,4,6.96,2,1,8.039,-1.079,8.056
T2,primary_thermal_model,2023-05-09,2023,5,12.0,1,1,11.328,0.672,11.332
T2,primary_thermal_model,2023-06-13,2023,6,14.4,1,1,14.07,0.33,14.076
T2,primary_thermal_model,2023-07-25,2023,7,15.7,1,1,15.785,-0.085,15.771
T2,primary_thermal_model,2023-08-15,2023,8,17.1,1,1,18.981,-1.881,18.911
T2,primary_thermal_model,2023-09-12,2023,9,14.4,1,1,14.681,-0.281,14.657
T2,primary_thermal_model,2023-10-10,2023,10,12.4,1,1,12.511,-0.111,12.501
T2,primary_thermal_model,2023-11-06,2023,11,10.7,1,1,10.282,0.418,10.283
T2,primary_thermal_model,2023-12-12,2023,12,7.41,1,1,6.486,0.924,6.513
T2,primary_thermal_model,2024-01-09,2024,1,6.88,1,1,6.324,0.556,6.334
T2,primary_thermal_model,2024-02-13,2024,2,7.68,1,1,7.206,0.474,7.236
T2,primary_thermal_model,2024-03-12,2024,3,7.45,1,1,7.013,0.437,7.049
T2,primary_thermal_model,2024-04-09,2024,4,9.18,1,1,8.951,0.229,9.0
T2,primary_thermal_model,2024-05-07,2024,5,9.73,1,1,9.603,0.127,9.612
T2,primary_thermal_model,2024-06-11,2024,6,14.0,1,1,13.32,0.68,13.307
T2,primary_thermal_model,2024-07-09,2024,7,15.9,1,1,18.607,-2.707,18.484
T2,primary_thermal_model,2024-08-13,2024,8,16.1,1,1,15.523,0.577,15.552
T2,primary_thermal_model,2024-09-17,2024,9,13.6,1,1,12.994,0.606,13.044
T2,primary_thermal_model,2024-10-15,2024,10,12.6,1,1,12.096,0.504,12.123
T2,primary_thermal_model,2024-11-12,2024,11,9.95,1,1,9.592,0.358,9.612
T2,primary_thermal_model,2024-12-10,2024,12,5.86,1,1,5.899,-0.039,5.901
T2,primary_thermal_model,2025-01-14,2025,1,6.19,1,1,5.456,0.734,5.477
T2,primary_thermal_model,2025-02-12,2025,2,2.61,1,1,2.472,0.138,2.441
T2,primary_thermal_model,2025-03-12,2025,3,7.835,2,1,7.275,0.56,7.289
T2,primary_thermal_model,2025-04-16,2025,4,10.7,1,1,10.153,0.547,10.174
T2,primary_thermal_model,2025-05-14,2025,5,11.8,1,1,11.42,0.38,11.444
T2,primary_thermal_model,2025-06-11,2025,6,16.2,1,1,14.644,1.556,14.703
T2,primary_thermal_model,2025-07-16,2025,7,18.0,1,1,17.802,0.198,17.836
T2,primary_thermal_model,2025-08-13,2025,8,17.9,1,1,17.376,0.524,17.423
T2,primary_thermal_model,2025-09-10,2025,9,16.3,1,1,14.866,1.434,14.879
T2,primary_thermal_model,2025-10-15,2025,10,8.2,1,1,9.633,-1.433,9.61
T2,primary_thermal_model,2025-11-12,2025,11,9.91,1,1,9.367,0.543,9.377
T2,primary_thermal_model,2025-12-08,2025,12,9.58,1,1,9.149,0.431,9.175
