"event","type","date","facility","remote_facility","trapsite","plant_location","adult_count","male_count","female_count","jack_count","non_viable_female_count","egg_take_count","species","run","stock","origin","adult_mark_type_id","brood_year","cwt_method_checked_lut_id","cwt_checked_ind","cwt_reason_not_checked_lut","cwt_reason_not_checked_txt","cwt_present_ind","cwt_collected_ind","cwt_reason_not_collected","cwt_reason_uncollected_lut","tagged_males","tagged_females","tagged_jacks"
"Adult Mortality Event","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","38","9","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","19","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","13","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-06T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","116","140","1","10","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","38","19","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","19","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","5","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"0","0","0"
"Adult Surplus Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","76","83","0","2","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","282","315","13","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","400","75","2","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","17","9","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"true","true",,,"6","6","0"
"Adult Surplus Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","412000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","35","16","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","8","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","58","30","3","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","250","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-10-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","5000","0","0","20","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","7","4","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","488","698","5","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","10","9","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","45","177","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","440","566","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","10","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","5000","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"EggTake","","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","36000","Chinook","Fall","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","5","8","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","216000","Coho","NA","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","28","3","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","883","403","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","58","83","0","18","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1500","1500","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","8","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","10","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","28","6","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","5","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","3","18","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","20","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"EggTake","","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","509000","Coho","NA","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-11-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","188","198","5","14","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","7","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Ship","","2009-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","394","345","21","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","200","200","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","104","94","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","2400","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"EggTake","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","270000","Coho","NA","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","15","16","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","614","677","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","106","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","106","95","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","5","6","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","9","10","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","76","93","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","59","63","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","50","30","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","612","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","2009",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","23","7","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1078","1287","8","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"EggTake","","2009-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","0","0","259000","Coho","NA","Issaquah Creek","HATCHERY",,"2009",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","13","39","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2009-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","2009",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2010-08-31T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","25","25","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2010",,"false","4","They came up before we had the weir up to stop them from going further up the stream.","false","false",,,"0","0","0"
"Trap Estimate","","2010-09-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","100","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2010",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2010-09-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","25","0","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD",,"2010",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2010-09-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","326","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY",,"2010",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2010-09-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2010","3","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2010-09-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","75","75","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","13","2010",,"false","99","Weir plate dropped, equipment malfunction, fish escaped.","false","false",,,"0","0","0"
"Trap Estimate","","2010-09-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1202","0","0","3","0","0","Chinook","Fall","Issaquah Creek","HATCHERY",,"2010",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2010-09-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2010","3","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2010-09-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2010","3","true",,,"false","false",,,"0","0","0"
