"sampleid","grabid","profileid","sample_number","collect_datetime","depth","site_type","area","locator","site","parameter","value","units","qualityid","lab_qualifier","mdl","rdl","textvalue","sampleinfo","stewardnote","replicates","replicateof","method","dateanalyzed","datasource"
"20179",,"10270","L466-8","1993-02-16T11:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","1.8","deg C","2",,,,,,,,,,,"KCEL"
"20910",,"31053","L631-6","1993-03-09T11:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.2","deg C","2",,,,,,,,,,,"KCEL"
"20912",,"16411","L631-8","1993-03-09T11:45:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8","deg C","2",,,,,,,,,,,"KCEL"
"19976",,"38066","L396-12","1993-03-22T13:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.8","deg C","2",,,,,,,,,,,"KCEL"
"21545",,"34807","L813-6","1993-04-13T10:37:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.8","deg C","2",,,,,,,,,,,"KCEL"
"21547",,"24522","L813-8","1993-04-13T11:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.8","deg C","2",,,,,,,,,,,"KCEL"
"16967",,"30821","L1076-6","1993-05-11T10:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.5","deg C","2",,,,,,,,,,,"KCEL"
"16969",,"18203","L1076-8","1993-05-11T11:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.5","deg C","2",,,,,,,,,,,"KCEL"
"17736",,"34180","L1283-6","1993-06-15T10:45:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.5","deg C","2",,,,,,,,,,,"KCEL"
"17738",,"22838","L1283-8","1993-06-15T11:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.5","deg C","2",,,,,,,,,,,"KCEL"
"18573",,"31499","L1506-6","1993-07-13T10:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14","deg C","2",,,,,,,,,,,"KCEL"
"18575",,"15986","L1506-8","1993-07-13T11:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.5","deg C","2",,,,,,,,,,,"KCEL"
"19290",,"30218","L1772-6","1993-08-10T11:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.5","deg C","2",,,,,,,,,,,"KCEL"
"19292",,"13172","L1772-8","1993-08-10T12:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.5","deg C","2",,,,,,,,,,,"KCEL"
"19372",,"36791","L2054-6","1993-09-21T11:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.6","deg C","2",,,,,,,,,,,"KCEL"
"19374",,"5153","L2054-8","1993-09-21T12:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.2","deg C","2",,,,,,,,,,,"KCEL"
"19421",,"29314","L2216-6","1993-10-12T10:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.8","deg C","2",,,,,,,,,,,"KCEL"
"19423",,"14486","L2216-8","1993-10-12T11:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.5","deg C","2",,,,,,,,,,,"KCEL"
"19500",,"32894","L2466-6","1993-11-16T11:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.5","deg C","2",,,,,,,,,,,"KCEL"
"19502",,"19854","L2466-8","1993-11-16T11:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.8","deg C","2",,,,,,,,,,,"KCEL"
"19463",,"36627","L2454-13","1993-12-13T13:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8","deg C","2",,,,,,,,,,,"KCEL"
"19548",,"34852","L2611-6","1993-12-21T12:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4","deg C","2",,,,,,,,,,,"KCEL"
"19543",,"34852","L2611-13","1993-12-21T12:06:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4","deg C","2",,,,,,,,,,,"KCEL"
"19550",,"23549","L2611-8","1993-12-21T12:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.5","deg C","2",,,,,,,,,,,"KCEL"
"19615",,"35459","L2783-6","1994-01-19T11:28:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.5","deg C","2",,,,,,,,,,,"KCEL"
"19617",,"28489","L2783-8","1994-01-19T12:05:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5","deg C","2",,,,,,,,,,,"KCEL"
"19585",,"29147","L2660-13","1994-02-15T12:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6","deg C","2",,,,,,,,,,,"KCEL"
"19675",,"38865","L2967-6","1994-02-23T11:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6","deg C","2",,,,,,,,,,,"KCEL"
"19677",,"7425","L2967-8","1994-02-23T11:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6","deg C","2",,,,,,,,,,,"KCEL"
"19782",,"37983","L3200-6","1994-03-15T11:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.5","deg C","2",,,,,,,,,,,"KCEL"
"19777",,"37983","L3200-13","1994-03-15T11:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.5","deg C","2",,,,,,,,,,,"KCEL"
"19784",,"7894","L3200-8","1994-03-15T11:50:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.2","deg C","2",,,,,,,,,,,"KCEL"
"19846",,"35308","L3421-6","1994-04-12T11:06:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.8","deg C","2",,,,,,,,,,,"KCEL"
"19848",,"29075","L3421-8","1994-04-12T11:34:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10","deg C","2",,,,,,,,,,,"KCEL"
"19901",,"38546","L3716-6","1994-05-17T11:31:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.6","deg C","2",,,,,,,,,,,"KCEL"
"19903",,"6276","L3716-8","1994-05-17T12:25:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.6","deg C","2",,,,,,,,,,,"KCEL"
"19940",,"29355","L3896-6","1994-06-21T11:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.5","deg C","2",,,,,,,,,,,"KCEL"
"19942",,"15027","L3896-8","1994-06-21T12:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.4","deg C","2",,,,,,,,,,,"KCEL"
"20044",,"34545","L4047-6","1994-07-12T12:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.6","deg C","2",,,,,,,,,,,"KCEL"
"20046",,"23689","L4047-8","1994-07-12T12:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.1","deg C","2",,,,,,,,,,,"KCEL"
"20061",,"38726","L4242-6","1994-08-08T10:48:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.7","deg C","2",,,,,,,,,,,"KCEL"
"20063",,"6644","L4242-8","1994-08-08T11:27:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.3","deg C","2",,,,,,,,,,,"KCEL"
"20152",,"38781","L4499-6","1994-09-20T11:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14","deg C","2",,,,,,,,,,,"KCEL"
"20154",,"6340","L4499-8","1994-09-20T11:50:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.7","deg C","2",,,,,,,,,,,"KCEL"
"20208",,"31136","L4672-6","1994-10-11T11:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.6","deg C","2",,,,,,,,,,,"KCEL"
"20210",,"18212","L4672-8","1994-10-11T12:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.3","deg C","2",,,,,,,,,,,"KCEL"
"20247",,"33954","L4771-13","1994-10-26T11:05:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.9","deg C","2",,,,,,,,,,,"KCEL"
"20268",,"31893","L4852-13","1994-10-31T15:25:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.2","deg C","2",,,,,,,,,,,"KCEL"
"20317",,"40244","L4875-6","1994-11-08T12:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.7","deg C","2",,,,,,,,,,,"KCEL"
"20319",,"10149","L4875-8","1994-11-08T13:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.9","deg C","2",,,,,,,,,,,"KCEL"
"20357",,"37942","L4912-13","1994-11-22T12:53:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.7","deg C","2",,,,,,,,,,,"KCEL"
"20450",,"40486","L5058-6","1994-12-15T08:58:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.9","deg C","2",,,,,,,,,,,"KCEL"
"20452",,"9556","L5058-8","1994-12-15T09:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.3","deg C","2",,,,,,,,,,,"KCEL"
"20492",,"39524","L5175-6","1995-01-10T11:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7","deg C","2",,,,,,,,,,,"KCEL"
"20494",,"11866","L5175-8","1995-01-10T12:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.8","deg C","2",,,,,,,,,,,"KCEL"
"20531",,"39792","L5246-13","1995-01-30T14:45:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.1","deg C","2",,,,,,,,,,,"KCEL"
"20592",,"36122","L5366-2","1995-02-15T10:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","4.6","deg C","2",,,,,,,,,,,"KCEL"
"20594",,"26003","L5366-4","1995-02-15T11:50:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.6","deg C","2",,,,,,,,,,,"KCEL"
"20659",,"30779","L5622-6","1995-03-09T00:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8","deg C","2",,,,,,,,,,,"KCEL"
"20667",,"39588","L5672-2","1995-03-14T11:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9","deg C","2",,,,,,,,,,,"KCEL"
"20668",,"39588","L5672-6","1995-03-14T11:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.8","deg C","2",,,,,,,,,,,"KCEL"
"20715",,"38722","L5835-2","1995-04-11T09:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.5","deg C","2",,,,,,,,,,,"KCEL"
"20717",,"6806","L5835-4","1995-04-11T11:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.9","deg C","2",,,,,,,,,,,"KCEL"
"20754",,"29658","L5890-6","1995-05-02T11:23:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.7","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20816",,"36175","L6053-2","1995-05-09T09:30:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.3","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20820",,"36175","L6053-6","1995-05-09T09:34:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.3","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20818",,"27394","L6053-4","1995-05-09T11:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.2","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20876",,"38195","L6239-2","1995-06-13T10:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.1","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20878",,"8687","L6239-4","1995-06-13T12:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.2","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20971",,"29357","L6507-2","1995-07-18T09:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.2","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20973",,"14970","L6507-4","1995-07-18T12:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","16.3","deg C","2",,,,,,,,,"NONE",,"KCEL"
"20975",,"14970","L6507-6","1995-07-18T12:32:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","16.3","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21070",,"38920","L6732-2","1995-08-15T10:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.4","deg C","2",,,"10",,,,,,"NONE",,"KCEL"
"21072",,"7117","L6732-4","1995-08-15T11:35:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13","deg C","2",,,"10",,,,,,"NONE",,"KCEL"
"21061",,"33818","L6723-6","1995-08-17T11:15:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.1","deg C","2",,,"10",,,,,,"NONE",,"KCEL"
"21117",,"30150","L6949-2","1995-09-19T11:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.3","deg C","2",,,"10",,,,,,"NONE",,"KCEL"
"21119",,"13334","L6949-4","1995-09-19T13:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.1","deg C","2",,,"10",,,,,,"NONE",,"KCEL"
"21171",,"6283","L7170-6","1995-10-17T12:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.5","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21268",,"28945","L7321-4","1995-11-14T10:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.8","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21266",,"35243","L7321-2","1995-11-14T11:45:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.1","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21202",,"31694","L7181-6","1995-11-30T14:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21330",,"32734","L7508-2","1995-12-12T11:55:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature",,"deg C","2",,,,"NOT RECORDED",,,,,"NONE",,"KCEL"
"21332",,"21842","L7508-4","1995-12-12T13:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.3","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21385",,"30776","L7617-2","1996-01-09T12:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.7","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21387",,"18175","L7617-4","1996-01-09T13:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature",,"deg C","2",,,,"NO DATA",,,,,"NONE",,"KCEL"
"21338",,"36328","L7520-6","1996-02-08T00:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21441",,"34850","L7880-2","1996-02-13T10:12:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.3","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21443",,"20227","L7880-4","1996-02-13T11:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.1","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21509",,"31490","L8032-2","1996-03-12T11:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.5","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21511",,"16508","L8032-4","1996-03-12T12:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.4","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21461",,"31010","L7932-6","1996-04-01T11:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.6","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21662",,"33848","L8278-6","1996-04-16T11:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.5","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21604",,"37406","L8175-2","1996-04-17T10:50:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.7","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21608",,"37406","L8175-6","1996-04-17T10:52:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.7","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21606",,"3936","L8175-4","1996-04-17T11:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.7","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21715",,"31094","L8470-2","1996-05-14T11:05:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.5","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21717",,"18527","L8470-4","1996-05-14T11:40:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.2","deg C","2",,,,,,,,,"NONE",,"KCEL"
"21772",,"39501","L8751-2","1996-06-11T10:42:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.5","deg C","2",,,,,,,,,"NONE",,"KCEL"
