model_id,analysis_id,family,sensitivity_id,species,year,observed_model_scale,fitted_model_scale,residual_model_scale,externally_studentized_residual,leverage,cooks_distance,cooks_threshold_4_over_n,cooks_flag
A1_t1_replacement,A1,model_form_sensitivity,t1_replacement,Chinook,2023,8.672657294,8.170609325,0.5020479695,0.996365169,0.04943677987,0.02582218465,0.1379310345,False
A1_t1_replacement,A1,model_form_sensitivity,t1_replacement,Chinook,2024,8.991313336,8.354809804,0.6365035319,1.267813235,0.03484642765,0.0283779777,0.1379310345,False
A1_t1_replacement,A1,model_form_sensitivity,t1_replacement,Chinook,2025,8.458928283,8.03791514,0.4210131432,0.8471416148,0.08471122691,0.03356065276,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,1997,8.982435504,8.678744815,0.3036906888,0.325779056,0.04087685367,0.002339056157,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,1998,8.127109185,8.676406069,-0.5492968838,-0.5907065996,0.03672810533,0.006816540138,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,1999,7.994294986,8.685487368,-0.691192382,-0.7575528761,0.06471866661,0.02017399422,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2000,10.21192768,8.67648071,1.535446968,1.732401429,0.03682772112,0.05341774093,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2001,10.47050446,8.690562944,1.779941512,2.124279791,0.09430503955,0.2078889671,0.1379310345,True
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2002,7.158513997,8.688224198,-1.529710201,-1.769347028,0.07943012597,0.1251811794,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2003,8.629449874,8.665608031,-0.03615815749,-0.03879570444,0.04509757091,3.690597783e-05,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2004,9.93391976,8.679914188,1.254005572,1.393814738,0.04374722221,0.0429391036,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2005,9.071652852,8.679317061,0.3923357912,0.4217437922,0.04221519927,0.004042944675,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2006,9.070963356,8.679690265,0.3912730904,0.4208018903,0.04315649824,0.004118824759,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2007,8.093462275,8.697902624,-0.6044403495,-0.695689447,0.154770612,0.04517469169,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2008,8.33710913,8.68653234,-0.3494232102,-0.3809443083,0.06999272417,0.005639397167,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2009,9.533365457,8.676281668,0.8570837889,0.9306192411,0.03656688358,0.01651734913,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2010,5.888877958,8.669812797,-2.780934839,-3.654339484,0.03645919531,0.1733394687,0.1379310345,True
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2011,8.46884293,8.671678818,-0.2028358871,-0.2166593506,0.03482367981,0.0008778087681,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2012,9.255887187,8.669464473,0.5864227136,0.6312853154,0.03691415338,0.007811482359,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2013,9.243581706,8.678844336,0.5647373699,0.6089468212,0.04110048078,0.008136595625,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2014,9.610122697,8.634258889,0.9758638081,1.284991871,0.3257717879,0.3895175512,0.1379310345,True
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2015,7.597897951,8.657870267,-1.059972316,-1.18901942,0.0789248195,0.05965700711,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2016,8.27512163,8.662821441,-0.3876998106,-0.4194664627,0.05460263408,0.005241130512,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2017,8.177796683,8.671852979,-0.4940562962,-0.5300692448,0.03473997704,0.005194487941,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2018,8.303752416,8.671629057,-0.3678766415,-0.393767763,0.03484975694,0.002889770206,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2019,8.757626411,8.682476856,0.07514955576,0.08092762492,0.05189336304,0.0001860798114,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2020,8.333270353,8.654287508,-0.3210171543,-0.3561243241,0.1024574553,0.007480643138,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2021,9.136693832,8.683347665,0.4533461668,0.491269986,0.05524161896,0.007259952277,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2022,8.833025307,8.64351435,0.1895109574,0.2228054551,0.2032281437,0.006561958951,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2023,9.162724518,8.665856834,0.4968676841,0.5358345879,0.04439544343,0.006850345185,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2024,8.598773178,8.67100705,-0.07223387181,-0.07711324298,0.03525679787,0.00011281067,0.1379310345,False
A3_t1_replacement,A3,model_form_sensitivity,t1_replacement,Coho,2025,8.258422462,8.667250129,-0.4088276667,-0.4392988982,0.04090747028,0.004242395388,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,1997,8.982435504,8.690640286,0.2917952173,0.313894154,0.03562704574,0.001882864095,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,1998,8.127109185,8.734960364,-0.6078511787,-0.662612079,0.04860502493,0.01145320036,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,1999,7.994294986,8.702879304,-0.7085843171,-0.7702955487,0.03776637303,0.01182225053,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2000,10.21192768,8.683779019,1.528148659,1.73222693,0.03490987507,0.05052619902,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2001,10.47050446,8.842700804,1.627803652,1.986830291,0.1404283439,0.290715044,0.1379310345,True
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2002,7.158513997,8.818779089,-1.660265091,-1.995667549,0.1126638779,0.2276858881,0.1379310345,True
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2003,8.629449874,8.862171968,-0.2327220944,-0.269091571,0.1661358048,0.007470001491,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2004,9.93391976,8.771121097,1.162798663,1.312749855,0.06990072855,0.06306741189,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2005,9.071652852,8.669685605,0.4019672471,0.432897931,0.03452327972,0.003454479639,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2006,9.070963356,8.66727489,0.4036884659,0.4347832431,0.03460352958,0.003492806577,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2007,8.093462275,8.759067519,-0.6656052449,-0.7319626672,0.06173310779,0.01793377414,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2008,8.33710913,8.662082579,-0.3249734496,-0.3496159772,0.0349216148,0.002285797582,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2009,9.533365457,8.723833985,0.809531472,0.8860708882,0.0439881823,0.01820747983,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2010,5.888877958,8.784101873,-2.895223915,-4.073281744,0.07989219584,0.4566296546,0.1379310345,True
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2011,8.46884293,8.617762501,-0.1489195709,-0.1608176478,0.04571000965,0.0006425796924,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2012,9.255887187,8.781320278,0.4745669088,0.5237622212,0.07764679215,0.01186579293,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2013,9.243581706,8.735331243,0.5082504624,0.5526861498,0.04877460756,0.00803813594,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2014,9.610122697,8.73199333,0.8781293674,0.9654540892,0.04728480024,0.02318917199,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2015,7.597897951,8.530049544,-0.9321515935,-1.064077309,0.1096683616,0.06939428461,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2016,8.27512163,8.554527579,-0.2794059484,-0.3087401235,0.08612481997,0.004647278781,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2017,8.177796683,8.511876458,-0.3340797744,-0.3786962974,0.1299993088,0.01106560296,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2018,8.303752416,8.627776243,-0.3240238272,-0.3498826225,0.04200857818,0.002774223875,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2019,8.757626411,8.555269337,0.202357074,0.2233285327,0.08548020355,0.002415955752,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2020,8.333270353,8.573627863,-0.2403575099,-0.2632637964,0.07081602192,0.002735371778,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2021,9.136693832,8.563985001,0.5727088307,0.6338014523,0.07820921736,0.01742744998,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2022,8.833025307,8.59680782,0.2362174871,0.2566525704,0.05584306483,0.002017798658,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2023,9.162724518,8.592171829,0.5705526892,0.624642069,0.05852136841,0.01240674681,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2024,8.598773178,8.56472676,0.0340464187,0.03737950102,0.07761621911,6.104427039e-05,0.1379310345,False
A5_t1_replacement,A5,model_form_sensitivity,t1_replacement,Coho,2025,8.258422462,8.606821562,-0.3483990992,-0.3780493347,0.05059764266,0.003933295607,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,1997,8.279189777,8.374559028,-0.09536925109,-0.1842568644,0.0345753634,0.0006305062859,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,1998,8.495356497,8.371901177,0.1234553201,0.2386210828,0.0345399279,0.001055395136,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,1999,7.717351272,8.646102862,-0.9287515894,-1.972888678,0.08301533908,0.159138779,0.1379310345,True
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2000,8.329658068,8.807345856,-0.4776877881,-1.004050243,0.153785232,0.09157657292,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2001,9.281637254,8.754188825,0.5274484292,1.095366399,0.1269959932,0.0866283872,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2002,8.683385366,8.611107816,0.07227755007,0.1423772507,0.07178972668,0.0008134279335,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2003,8.672999643,8.355954067,0.3170455751,0.6165810225,0.03450590981,0.006953129425,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2004,9.475316607,8.59205988,0.8832567268,1.844013349,0.06629923202,0.1108688775,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2005,8.864746661,8.629269802,0.2354768591,0.467040175,0.07743164905,0.009426718772,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2006,9.136909094,8.477329288,0.6595798057,1.320951067,0.04246755821,0.03765543551,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2007,9.509259076,8.573454919,0.9358041571,1.963601271,0.06135810574,0.1139684634,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2008,8.029432841,8.560608637,-0.5311757962,-1.060582715,0.05818958135,0.03458895842,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2009,7.738923757,8.382975558,-0.6440518008,-1.282353466,0.03474368203,0.02890512229,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2010,8.061802275,8.533144171,-0.4713418962,-0.933691292,0.05208191837,0.02406357365,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2011,8.085794701,8.247425129,-0.1616304279,-0.3139389346,0.04240625479,0.00225764805,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2012,8.415824697,8.364370597,0.05145409968,0.09936059816,0.03448571158,0.0001830224758,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2013,7.903965634,7.982525925,-0.07856029067,-0.1590629217,0.1212346532,0.001810630242,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2014,7.547501683,8.053401966,-0.5059002832,-1.027358073,0.09186570985,0.05327528833,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2015,8.142063283,8.452522674,-0.3104593906,-0.6051477152,0.03939837134,0.007690311135,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2016,7.868636894,8.288621828,-0.419984934,-0.8227331794,0.03773762752,0.01343376312,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2017,8.137688185,8.033468079,0.1042201056,0.2085293249,0.09951446276,0.002491026879,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2018,7.527255919,8.285963977,-0.7587080573,-1.532313225,0.03797717151,0.04414117912,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2019,7.688913337,8.110545774,-0.4216324375,-0.8418389829,0.07259056901,0.02803805558,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2020,7.763446389,7.997587083,-0.2341406948,-0.4740669264,0.1144877338,0.01495775029,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2021,8.370084326,8.469355734,-0.09927140718,-0.192488984,0.04140024091,0.0008296965247,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2022,8.559869466,7.916079636,0.6437898297,1.375532294,0.1542605402,0.1670369536,0.1379310345,True
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2023,8.686598356,8.190724296,0.4958740602,0.9841003341,0.05217322385,0.02668549018,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2024,9.018937706,8.391392088,0.6275456183,1.247667579,0.0349972821,0.02765734746,0.1379310345,False
A1_adults_plus_jacks,A1,outcome_sensitivity,adults_plus_jacks,Chinook,2025,8.509967146,8.048529238,0.4614379081,0.9348575839,0.09369122874,0.04538536011,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,1997,8.983690681,8.742287703,0.2414029782,0.2778881898,0.05016666396,0.002111448243,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,1998,8.270525095,8.733272771,-0.462747676,-0.5307156099,0.0355969739,0.005340221003,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,1999,8.057060682,8.745581621,-0.6885209387,-0.8052678692,0.05969956328,0.02085676604,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2000,10.21431226,8.733168753,1.481143504,1.790655549,0.03552734049,0.05459488045,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2001,10.4854238,8.75369506,1.731728744,2.221655392,0.09278954509,0.2203015083,0.1379310345,True
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2002,7.302496424,8.746795169,-1.444298745,-1.770032347,0.06377958867,0.09890411429,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2003,8.638348313,8.718016732,-0.07966841908,-0.09155048782,0.04938334729,0.000226004389,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2004,9.973153531,8.741594247,1.231559284,1.472073875,0.04844681044,0.05287915211,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2005,9.143986871,8.73646267,0.4075242013,0.4676032025,0.0388232745,0.004547443032,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2006,9.076351732,8.738335002,0.3380167298,0.3879252705,0.04170100779,0.003380614626,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2007,8.153637486,8.765067743,-0.6114302568,-0.7564957417,0.1621798331,0.05628126731,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2008,8.365672384,8.746725824,-0.3810534398,-0.4427710709,0.06353820662,0.006854904132,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2009,9.537339307,8.734347628,0.8029916785,0.9315583275,0.03644807328,0.0164938182,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2010,6.343880434,8.727517084,-2.383636649,-3.213067237,0.03512114776,0.1396619237,0.1379310345,True
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2011,8.508152447,8.72907736,-0.2209249135,-0.2521866605,0.03457052348,0.001179584401,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2012,9.271153211,8.725089986,0.5460632249,0.6280623247,0.03698242867,0.007747965021,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2013,9.270023374,8.740831445,0.5291919293,0.6115044867,0.04667029988,0.009370344452,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2014,9.615272004,8.678697759,0.9365742456,1.301380808,0.3076974446,0.3669367661,0.1379310345,True
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2015,7.613818685,8.708238998,-1.094420313,-1.323142681,0.08363182863,0.07772749608,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2016,8.306225216,8.718016732,-0.411791516,-0.4751815245,0.04938334729,0.006038085582,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2017,8.203030242,8.729805489,-0.5267752477,-0.6047650652,0.03448655796,0.006688961682,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2018,8.351610751,8.727655775,-0.3760450242,-0.4303644612,0.03505173385,0.003468613619,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2019,8.780633799,8.747211243,0.0334225565,0.0387267784,0.06524884972,5.435443206e-05,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2020,8.411610429,8.70518779,-0.2935773613,-0.3471546322,0.09838324817,0.00679668472,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2021,9.16062478,8.743327888,0.4172968921,0.4825005806,0.05293366554,0.006696320909,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2022,8.989569005,8.688267456,0.3013015488,0.3820888835,0.215270347,0.02067862217,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2023,9.191870856,8.719854391,0.4720164644,0.5442006774,0.04516265201,0.007191338343,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2024,8.645938147,8.725887461,-0.07994931394,-0.09124437136,0.0362359408,0.0001624809156,0.1379310345,False
A3_adults_plus_jacks,A3,outcome_sensitivity,adults_plus_jacks,Coho,2025,8.304494898,8.719889064,-0.4153941661,-0.4782869066,0.04508975621,0.005559661562,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,1997,8.983690681,8.738256296,0.2454343851,0.2826596031,0.03467282098,0.001485491046,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,1998,8.270525095,8.801189686,-0.5306645911,-0.619180526,0.04860361568,0.01002178128,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,1999,8.057060682,8.786877076,-0.7298163937,-0.8548476566,0.04349662844,0.01678297428,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2000,10.21431226,8.740571571,1.473740685,1.796926804,0.03479431073,0.0537612989,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2001,10.4854238,8.927898384,1.557525419,2.04932363,0.1435982227,0.3147917536,0.1379310345,True
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2002,7.302496424,8.892537817,-1.590041394,-2.050152943,0.1080888441,0.2276741148,0.1379310345,True
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2003,8.638348313,8.942210995,-0.3038626817,-0.3755774629,0.1599518112,0.01387057965,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2004,9.973153531,8.835497855,1.137655676,1.37723884,0.06549273365,0.06432925826,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2005,9.143986871,8.706473882,0.4375129896,0.5059231236,0.03602435134,0.004918187275,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2006,9.076351732,8.718050258,0.358301474,0.4134091498,0.03488038139,0.003186216207,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2007,8.153637486,8.821395724,-0.667758238,-0.7863964259,0.05775670314,0.01922533457,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2008,8.365672384,8.72204937,-0.3563769859,-0.4111266782,0.0346587291,0.003130612408,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2009,9.537339307,8.774669261,0.7626700459,0.892827648,0.04004266786,0.01675142046,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2010,6.343880434,8.856545812,-2.512665378,-3.631884498,0.07910026646,0.3902848367,0.1379310345,True
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2011,8.508152447,8.661220775,-0.1530683286,-0.1773174049,0.04766112848,0.0008160393365,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2012,9.271153211,8.872542259,0.3986109527,0.474417287,0.0910929411,0.01161190148,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2013,9.270023374,8.812976542,0.4570468324,0.5337083074,0.05366644187,0.008296498563,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2014,9.615272004,8.811503185,0.8037688197,0.9491845314,0.05299125339,0.02529983195,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2015,7.613818685,8.574503195,-0.9606845098,-1.175289189,0.1018444072,0.07722443136,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2016,8.306225216,8.599339783,-0.2931145672,-0.3464382929,0.08204399137,0.005544175419,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2017,8.203030242,8.541668382,-0.3386381407,-0.4123017572,0.1332969603,0.01348684803,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2018,8.351610751,8.676796263,-0.3251855126,-0.3764537382,0.04236808252,0.00323789736,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2019,8.780633799,8.602076018,0.1785577819,0.2105092503,0.08007278455,0.001999376931,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2020,8.411610429,8.610074241,-0.1984638122,-0.2333234514,0.0745499955,0.002272288508,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2021,9.16062478,8.603970334,0.556654446,0.6607052021,0.07873254131,0.01905080305,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2022,8.989569005,8.647960563,0.341608442,0.3978545187,0.05323266239,0.004593121763,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2023,9.191870856,8.630701238,0.5611696172,0.6600694611,0.06195203846,0.01469443619,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2024,8.645938147,8.617861985,0.02807616232,0.03288451546,0.06951505089,4.194640486e-05,0.1379310345,False
A5_adults_plus_jacks,A5,outcome_sensitivity,adults_plus_jacks,Coho,2025,8.304494898,8.642488094,-0.3379931961,-0.3941604639,0.05581763397,0.00474061498,0.1379310345,False
A1_no_t2_extrapolation_rows,A1,extrapolation_sensitivity,no_t2_extrapolation_rows,Chinook,1997,8.246958033,8.250154968,-0.003196935125,-0.006832600042,0.04949909775,1.283118368e-06,0.1904761905,False
A1_no_t2_extrapolation_rows,A1,extrapolation_sensitivity,no_t2_extrapolation_rows,Chinook,1998,8.490438454,8.247017905,0.2434205495,0.5242661802,0.0497278841,0.007476964956,0.1904761905,False
A1_no_t2_extrapolation_rows,A1,extrapolation_sensitivity,no_t2_extrapolation_rows,Chinook,1999,7.691656823,8.570658242,-0.8790014196,-2.161050737,0.09533729265,0.2062412116,0.1904761905,True
A1_no_t2_extrapolation_rows,A1,extrapolation_sensitivity,no_t2_extrapolation_rows,Chinook,2000,8.212568398,8.760973401,-0.5484050024,-1.328321667,0.187423917,0.195617009,0.1904761905,True
A1_no_t2_extrapolation_rows,A1,extrapolation_sensitivity,no_t2_extrapolation_rows,Chinook,2001,9.254548627,8.69823214,0.556316487,1.317905915,0.1517249092,0.1495320126,0.1904761905,False
